取引先コード,取引先名,取引先名かな,取引先略称名,インボイス発行事業者区分,インボイス登録番号,郵便番号,住所1,住所2,住所3,国名,取引通貨,国内・国外取引,タグ,フラグ,得意先有無,仕入先有無,請求先コード,請求先は宛名の置換のみ,得意先部署,得意先担当者役職,得意先担当者,得意先敬称,得意先電話番号,得意先FAX番号,得意先メールアドレス,得意先担当者コード,得意先担当社員名,得意先取引形態区分,得意先締日１,得意先締日２,得意先締日３,入金予定日１,入金予定日２,入金予定日３,得意先単価ランク,得意先掛率,得意先別単価の使用,得意先金額丸め区分,得意先内税外税区分,得意先消費税計上区分,得意先消費税丸め区分,与信限度額,前回請求額,前回売掛残,前回請求額（円転）,前回売掛残（円転）,売上伝票採番区分,請求書発行区分,請求書入金明細印字区分,見積書発行元ｺｰﾄﾞ,注文請書発行元ｺｰﾄﾞ,納品書発行元ｺｰﾄﾞ,請求書発行元ｺｰﾄﾞ,インボイス発行元ｺｰﾄﾞ,統一伝票用社名,統一伝票用店名,統一伝票用社店コード,統一伝票用分類コード,統一伝票用伝票区分,統一伝票用取引先ｺｰﾄﾞ,統一伝票用L欄,得意先メモ,支払先コード,支払先は宛名の置換のみ,仕入先部署,仕入先担当者役職,仕入先担当者,仕入先敬称,仕入先電話番号,仕入先FAX番号,仕入先メールアドレス,仕入先担当者コード,仕入先担当社員名,仕入先取引形態区分,仕入先締日１,仕入先締日２,仕入先締日３,支払予定日１,支払予定日２,支払予定日３,仕入先単価ランク,仕入先掛率,仕入先別単価の使用,仕入先金額丸め区分,仕入先内税外税区分,仕入先消費税計上区分,仕入先消費税丸め区分,前回支払予定額,前回買掛残,前回支払予定額（円転）,前回買掛残（円転）,仕入伝票採番区分,支払書発行区分,支払書支払明細印字区分,注文書発行元ｺｰﾄﾞ,支払書発行元ｺｰﾄﾞ,PO発行元ｺｰﾄﾞ,仕入先メモ,登録日時,最終更新日時,部門
WH-25,株式会社桜ジャパン,さくらじゃぱん,,,,1350007,東京都江東区新大橋2-1-2-1,,,,JPY,国内,,,有,無,WH-25,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/08/22 10:53:22,2018/02/26 14:43:11,輸出事業
WH-26,日中橋商店,にちちゅうきょうしょうてん,,,,,埼玉県川口市柳崎3-16-4,,,,JPY,国内,,,有,無,WH-26,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/08/23 11:15:32,2017/08/23 11:15:32,輸出事業
WH-27,宝庭株式会社,たからにわ,,,,,,,,,JPY,国内,,,有,無,WH-27,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/08/29 16:03:44,2017/08/29 16:03:44,輸出事業
WH-28,"DIMEXON INTERNATIONL CO., LTD","DIMEXON INTERNATIONL CO., LTD",,,,,,,,台湾,JPY,国外,,,有,無,WH-28,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/08/29 16:04:41,2017/08/29 16:04:41,輸出事業
WH-29,株式会社ノエビア,のえびあ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-29,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/09/02 16:02:48,2017/11/04 15:11:19,輸出事業
WH-3,八広トレーディング株式会社,やひろとれえでぃんぐ,,,,,,,,,JPY,国内,,,有,有,WH-3,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,東悟アセット・マネジメント株式会社（社名変更2024/5),WH-3,Y,,,,御中,,,,,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/01/07 11:00:56,2024/05/29 12:36:42,輸出事業
WH-30,タンゴ株式会社,たんご,,,,5560016,大阪府大阪市浪速区元町一丁目11-８,三協ビル803号室,,日本,JPY,国内,,,有,有,WH-30,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-30,Y,,,,御中,,,,,,都度支払,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/09/05 17:24:34,2020/02/14 12:00:57,輸出事業
WH-31,株式会社豊彦商事,とよひこしょうじ,,,,1690072,東京都新宿区大久保2-25-10,ニューニシクボ202,,,JPY,国内,,,有,無,WH-31,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/09/22 22:00:40,2018/02/09 09:45:34,輸出事業
WH-32,藤崎株式会社,ふじさき,,,,,,,,,JPY,国内,,,有,無,WH-32,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/09/25 15:21:09,2019/09/19 15:06:53,輸出事業
WH-34,株式会社シースタイル,しいすたいる,,,,,東京都渋谷区恵比寿南1-11-15,恵比寿KDビル5F,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-34,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/10/02 09:30:17,2017/11/04 15:10:28,輸出事業
WH-35,天丸株式会社,てんまる,,,,,,,,,JPY,国内,,,有,無,WH-35,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/02 17:07:37,2017/10/02 17:07:37,輸出事業
WH-36,株式会社IDEAR IDEAR,IDEAR IDEAR,,,,,,,,,JPY,国内,,,有,無,WH-36,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/02 17:09:10,2017/10/02 17:09:10,輸出事業
WH-37,株式会社ヘルシートレーディング,へるしいとれえでぃんぐ,,,,8100001,福岡県福岡市中央区天神2-8-34,住友生命福岡ビル3階,,,JPY,国内,,,有,有,WH-37,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-37,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/10/04 10:27:52,2017/11/27 19:35:54,輸出事業
WH-38,株式会社バンダイ,ばんだい,,インボイス発行事業者,T5010501016209,1118081,東京都台東区駒形1-4-8,,,,JPY,国内,,,有,有,WH-38,Y,,,,御中,,,,00007,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-38,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/10/17 19:08:19,2023/08/21 18:26:32,輸出事業
WH-39,ミナミヘルシーフーズ株式会社,みなみへるしいふうず,,,,,埼玉県熊谷市新堀1036-1,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-39,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/10/18 20:54:42,2017/11/04 15:09:50,輸出事業
WH-4,アルフレッサファーマ株式会社,あるふれっさふぁあま,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-4,Y,,,,御中,,,,00001,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/02/22 14:42:45,2017/11/04 15:09:36,輸出事業
WH-40,はーと接骨院 中島,はあとせっこついん　なかじま,,,,,,,,,JPY,国内,,,有,無,WH-40,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/23 17:31:23,2018/09/06 11:59:29,輸出事業
WH-41,エキセントリックコマース株式会社,えきせんとりっくこまあす,,,,5320011,大阪府大阪市淀川区西中島7-1-26,オリエンタル新大阪ビル1106,,,JPY,国内,,,有,無,WH-41,Y,,,,御中,,,,00008,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/10/24 18:57:33,2019/06/06 09:14:24,輸出事業
WH-42,常盤薬品工業株式会社,ときわやくひんこうぎょう,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-42,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/10/31 12:07:57,2017/11/04 15:09:23,輸出事業
WH-43,株式会社福躍貿易,ふくおどぼうえき,,,,,,,,,JPY,国内,,,有,無,WH-43,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/01 10:00:06,2018/07/05 13:23:54,輸出事業
WH-44,株式会社トランセンドプロジェクト,とらんせんどぷろじぇくと,,,,,,,,,JPY,国内,,,有,無,WH-44,Y,,,,御中,,,,00008,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/01 10:20:50,2019/06/06 09:27:50,輸出事業
WH-45,万通株式会社,まんつう,,,,,,,,,JPY,国内,,,有,無,WH-45,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/02 09:59:54,2017/11/02 09:59:54,輸出事業
WH-46,連城,れんじょう,,,,,深圳上雪科技北区8号B602,,,,JPY,国外,,,有,無,WH-46,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/07 20:18:13,2018/04/16 09:20:48,輸出事業
WH-47,EST合同会社,EST,,,,,,,,,JPY,国内,,,有,無,WH-47,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/08 17:17:25,2017/11/08 17:17:25,輸出事業
WH-48,徳天商事合同会社,とくてんしょうじ,,,,,,,,,JPY,国内,,,有,無,WH-48,Y,,,,御中,,,,00002,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/14 09:26:26,2019/10/23 10:11:29,輸出事業
WH-49,株式会社JCW,JCW,,,,4660855,愛知県名古屋市昭和区川名本町4丁目2番地15,,,,JPY,国内,,,有,無,WH-49,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/14 18:00:10,2017/11/14 18:00:10,輸出事業
WH-5,コーセーコスメポート株式会社,こおせえこすめぽおと,,,,,,,,,JPY,国内,,,有,有,WH-5,Y,,,,御中,,,,00005,泉　秀之,掛売上,毎月末日,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-5,Y,,,,御中,,,,00001,,掛仕入,毎月２０日,,,当月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/05/12 16:20:09,2018/07/09 20:13:54,輸出事業
WH-50,株式会社ギア,ぎあ,,,,,,,,,JPY,国内,,,有,無,WH-50,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/15 20:13:24,2017/11/15 20:13:24,輸出事業
WH-51,クロスボーダーネクスト株式会社,くろすぼおだあねくすと,,,,,,,,,JPY,国内,,,有,無,WH-51,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/20 11:50:05,2017/11/20 11:50:05,輸出事業
WH-52,株式会社えみの和,えみのわ,,,,,,,,,JPY,国内,,,有,無,WH-52,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/11/20 19:15:36,2017/11/20 19:15:36,輸出事業
WH-53,株式会社ハーブ健康本舗,はあぶけんこうほんぽ,,,,8100001,福岡県福岡市中央区天神2-8-34-3F,,,,JPY,国内,,,有,有,WH-53,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-53,Y,,,,御中,,,,00008,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/11/27 19:40:58,2019/01/29 16:01:05,輸出事業
WH-54,株式会社ハッピーバース,はっぴいばあす,,,,6590067,兵庫県芦屋市茶屋之町2-5,,,,JPY,国内,,,有,有,WH-54,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,10000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,WH-54,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/11/30 21:35:26,2017/11/30 21:36:07,輸出事業
WH-55,株式会社イースト,いいすと,,,,2730047,千葉県船橋市藤原3-18-23,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-55,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/12/04 14:45:24,2017/12/04 14:45:24,輸出事業
WH-56,株式会社DJB商事,DJBしょうじ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-56,Y,,,,御中,,,,00003,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/12/06 20:16:50,2017/12/06 20:16:50,輸出事業
WH-57,株式会社ETPI,ETPI,,,,1040053,東京都中央区晴海1-6-1-4407,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-57,Y,,,,御中,,,,00006,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/12/14 12:06:49,2017/12/14 12:06:49,輸出事業
WH-58,株式会社ネイチャーラボ,ねいちゃあらぼ,,,,1500012,東京都渋谷区広尾1-1-39,恵比寿プライムスクエアタワー11F,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-58,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2017/12/19 10:30:52,2017/12/19 10:30:52,輸出事業
WH-59,株式会社マルキホームズ,まるきほおむず,,,,3780051,群馬県沼田市上原町1697,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-59,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/01/10 15:25:13,2018/01/10 15:26:10,輸出事業
WH-6,株式会社 ハピラ,　,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-6,Y,,,,御中,,,,00001,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/06/01 18:39:59,2016/06/01 18:39:59,輸出事業
WH-60,株式会社索島,さくとう,,,,3350005,埼玉県蕨市錦町2-3-27,,,,JPY,国内,,,有,無,WH-60,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/01/12 09:27:36,2018/01/12 09:27:36,輸出事業
WH-61,株式会社フランクジャパン,ふらんくじゃぱん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-61,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/01/23 13:24:54,2018/01/23 13:24:54,輸出事業
WH-62,新浪日本微博株式会社,しなにほんうぇいぼー,,,,1060032,東京都港区六本木5-17-6オークヒル5階,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-62,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/01/24 18:27:50,2018/01/24 18:27:50,輸出事業
WH-63,株式会社アクティフリー,あくてぃふりい,,,,1600004,東京都新宿区四谷4-3-20,いちご四谷四丁目ビル11階,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-63,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/01/25 09:34:16,2018/01/25 09:34:16,輸出事業
WH-64,株式会社フォーヴィスム,ふぉおゔぃすむ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-64,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/03/19 15:47:52,2018/03/19 15:47:52,輸出事業
WH-65,アイーセツ株式会社,あいいせつ,,,,,,,,,JPY,国内,,,有,無,WH-65,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/04/05 18:31:39,2018/04/05 18:31:39,輸出事業
WH-66,株式会社 I-ne,I-ne,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-66,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/06/05 15:52:13,2018/06/05 15:52:13,輸出事業
WH-67,村上商事株式会社,むらかみしょうじ,,,,,,,,,JPY,国内,,,有,無,WH-67,Y,,,,御中,,,,00003,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/06/07 17:36:27,2018/06/07 17:36:27,輸出事業
WH-68,新潮国際貿易株式会社,しんちょうこくさいぼうえき,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-68,Y,,,,御中,,,,00005,泉　秀之,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2018/07/11 14:56:04,2018/07/11 14:56:04,輸出事業
WH-69,ピーシーシステム,ぴいしいしすてむ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-69,Y,,,,,,,,,,掛仕入,毎月末日,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2020/12/16 17:07:35,2020/12/16 17:07:35,輸出事業
WH-7,アイリーコミュニケーションズ株式会社,あいりいこみゅにけえしょんず,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WH-7,Y,,,,御中,,,,00001,,都度支払,毎月末日,,,翌月末日,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2016/07/04 21:00:44,2017/11/04 15:08:45,輸出事業
WH-70,株式会社 itten cosme,itten cosme,,,,,,,,,JPY,国内,,,有,無,WH-70,Y,,,,御中,,,,00005,泉　秀之,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,100000000,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/01/17 11:01:40,2019/01/17 11:01:40,輸出事業
WH-71,株式会社シティ・スーパー・ジャパン,してぃすーぱーじゃんぱん,City Super Japan,,,1050021,東京都港区東新橋2-8-1,パラッツォアステック8Ｆ,,日本,001,国内,,,有,無,WH-71,Y,,,,,03-5856-0780,03-5856-0782,,,,都度請求,,,,,,,1,100,不使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/11/25 15:38:31,2025/01/08 11:09:28,輸出事業
WH-72,アイムライズ株式会社,あいむらいず,,,,1140023,東京都北区滝野川5-41-3,TKビル3F,,日本,JPY,国内,,,有,無,WH-72,Y,,,,,03-5972-1045,03-5972-1046,,,,掛売上,毎月末日,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/10/21 16:00:01,2021/10/26 17:21:26,輸出事業
WH-73,株式会社AppBrew,AppBrew,,インボイス発行事業者,T4011001109783,1130033,東京都文京区本郷1丁目11−6,東接本郷ビル4階,,日本,JPY,国内,,,有,無,WH-73,Y,,,,,03-3868-3329,,,,,掛売上,毎月末日,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021/11/25 19:14:14,2023/08/31 08:54:03,輸出事業
