Unique ID,出荷日,商品名,数量,元データ合計金額,売上高,原価単価,原価計算根拠,売上原価,物流業者(推測後),業者推測根拠,箱数,箱数計算ルール,箱単価,物流費
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"15,000",15000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"41,000",41000.0,7696.0,マスター参照,15392.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"9,500",9500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"30,000",30000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,000",11000.0,3848.0,マスター参照,3848.0,不明,推測不能,0,,0,0
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,000",11000.0,3848.0,マスター参照,3848.0,不明,推測不能,0,,0,0
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 7.5mg 1支,4.0,"65,000",65000.0,5772.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/15,62 津村制药汉方 防风通圣散冲剂  2.5gx1包,15.0,0,0.0,34.5,マスター参照,517.5,EMS,元データ,15.0,通常ルール (数量),1308,19620.0
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 15mg 2支x1盒,2.0,"110,600",110600.0,23088.0,マスター参照,46176.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,2.0,"16,500",16500.0,1924.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/15,62 津村制药汉方 防风通圣散冲剂  2.5gx1包,15.0,0,0.0,34.5,マスター参照,517.5,神戸物流,元データ,15.0,通常ルール (数量),248,3720.0
,2025/7/16,Olopatadine盐酸奥洛他定片5mg,1.0,"3,360",3360.0,1040.0,マスター参照,1040.0,不明,推測不能,0,,0,0
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"34,000",34000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,4.0,"60,000",60000.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/15,Dayvigo莱博雷生10mg 100錠,1.0,"25,800",25800.0,12360.0,マスター参照,12360.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"64,000",64000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"20,000",20000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/15,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"26,000",26000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"26,000",26000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,83.0,"1,800,000",1800000.0,11544.0,マスター参照,958152.0,大阪神洲物流,元データ,42,マンジャロルール (数量/2),606,25452
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"16,500",16500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"28,000",28000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,6.0,"114,000",114000.0,7696.0,マスター参照,46176.0,SF CN,元データ,3,マンジャロルール (数量/2),406,1218
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"48,000",48000.0,11544.0,マスター参照,23088.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,3.0,"64,500",64500.0,11544.0,マスター参照,34632.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,2.0,"48,000",48000.0,15392.0,マスター参照,30784.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"28,000",28000.0,3848.0,マスター参照,7696.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"26,000",26000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"51,000",51000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,2.0,"11,000",11000.0,1924.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"17,000",17000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,500",16500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"10,000",10000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/16,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"12,500",12500.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/15,Mounjaro 替尔泊肽 替西帕肽 10mg 1支,16.0,"680,000",680000.0,7696.0,マスター参照,123136.0,ヤマト,物流方法から推測,8,マンジャロルール (数量/2),0,0
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"32,000",32000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"43,000",43000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,1.0,"24,000",24000.0,15392.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"60,000",60000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,59.0,"1,064,000",1064000.0,7696.0,マスター参照,454064.0,大阪神洲物流,元データ,30,マンジャロルール (数量/2),606,18180
,2025/7/16,Mounjaro 替尔泊肽 替西帕肽 12.5mg 2支x1盒,24.0,"624,000",624000.0,19240.0,マスター参照,461760.0,大阪神洲物流,元データ,12,マンジャロルール (数量/2),606,7272
,2025/7/23,TRANSAMIN 第一三共氨甲环酸 美白丸 500mg 100锭,5.0,"14,500",14500.0,1320.0,マスター参照,6600.0,JD,元データ,5.0,通常ルール (数量),1355,6775.0
,2025/7/24,Sennoside 番泻甙 番泻苷 番泻叶苷 便秘处方药 100锭,5.0,"6,250",6250.0,570.0,マスター参照,2850.0,JD,元データ,5.0,通常ルール (数量),1355,6775.0
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,4.0,"71,000",71000.0,7696.0,マスター参照,30784.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"35,000",35000.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,4.0,"28,000",28000.0,1924.0,マスター参照,7696.0,SF CN,元データ,2,マンジャロルール (数量/2),406,812
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"13,600",13600.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"28,000",28000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"74,000",74000.0,11544.0,マスター参照,23088.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,1.0,"45,000",45000.0,15392.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"26,000",26000.0,3848.0,マスター参照,7696.0,不明,推測不能,0,,0,0
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"23,000",23000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,6.0,"108,000",108000.0,7696.0,マスター参照,46176.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/17,Mohrus 久光膏药贴　7枚x1袋,1040.0,"416,000",416000.0,200.2,マスター参照,208208.0,ヤマト,物流方法から推測,1040.0,通常ルール (数量),0,0.0
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 10mg 1支,1.0,"12,000",12000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/17,Rebamipide瑞巴派特片100mg 100粒,1.0,"2,985",2985.0,1040.0,マスター参照,1040.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/17,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"18,000",18000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/17,帝人痛风20mg 100錠,1.0,"8,300",8300.0,2980.0,マスター参照,2980.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,000",11000.0,3848.0,マスター参照,3848.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/25,帝人痛风10mg 100錠,1.0,"3,600",3600.0,1550.0,マスター参照,1550.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/25,武田幽门螺旋杆菌蓝三普400 7回,1.0,"11,900",11900.0,3446.8,マスター参照,3446.8,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"5,000",5000.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"5,000",5000.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"44,000",44000.0,7696.0,マスター参照,15392.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"30,000",30000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,5.0,"56,000",56000.0,3848.0,マスター参照,19240.0,SF CN,元データ,3,マンジャロルール (数量/2),406,1218
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"60,000",60000.0,11544.0,マスター参照,23088.0,不明,推測不能,0,,0,0
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,4.0,"44,000",44000.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/18,Mohrus 久光膏药贴　7枚x1袋,2.0,0,0.0,200.2,マスター参照,400.4,EMS,元データ,2.0,通常ルール (数量),1308,2616.0
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"32,000",32000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,1.0,"40,000",40000.0,15392.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/18,Dayvigo莱博雷生5mg 100錠,1.0,"20,800",20800.0,8270.0,マスター参照,8270.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,1.0,"44,000",44000.0,15392.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/18,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"25,000",25000.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"25,500",25500.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"36,600",36600.0,3848.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"24,000",24000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"60,000",60000.0,11544.0,マスター参照,23088.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"18,000",18000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"24,000",24000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"32,000",32000.0,11544.0,マスター参照,11544.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,1.0,"40,000",40000.0,15392.0,マスター参照,15392.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"17,600",17600.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/18,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"48,000",48000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"15,000",15000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"13,000",13000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"22,000",22000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"16,500",16500.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"16,500",16500.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"51,600",51600.0,7696.0,マスター参照,15392.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"26,000",26000.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,200.0,"1,600,000",1600000.0,3848.0,マスター参照,769600.0,神戸物流,元データ,100,マンジャロルール (数量/2),248,24800
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,500.0,"7,000,000",7000000.0,7696.0,マスター参照,3848000.0,神戸物流,元データ,250,マンジャロルール (数量/2),248,62000
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,100.0,"1,800,000",1800000.0,11544.0,マスター参照,1154400.0,神戸物流,元データ,50,マンジャロルール (数量/2),248,12400
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,400.0,"3,200,000",3200000.0,3848.0,マスター参照,1539200.0,神戸物流,元データ,200,マンジャロルール (数量/2),248,49600
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,400.0,"3,200,000",3200000.0,3848.0,マスター参照,1539200.0,神戸物流,元データ,200,マンジャロルール (数量/2),248,49600
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,600.0,"8,400,000",8400000.0,7696.0,マスター参照,4617600.0,神戸物流,元データ,300,マンジャロルール (数量/2),248,74400
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,200.0,"2,800,000",2800000.0,7696.0,マスター参照,1539200.0,神戸物流,元データ,100,マンジャロルール (数量/2),248,24800
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,300.0,"5,400,000",5400000.0,11544.0,マスター参照,3463200.0,神戸物流,元データ,150,マンジャロルール (数量/2),248,37200
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"17,000",17000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"69,000",69000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,4.0,"56,000",56000.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/19,Dayvigo莱博雷生5mg 100錠,1.0,"18,200",18200.0,8270.0,マスター参照,8270.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"5,000",5000.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"22,000",22000.0,7696.0,マスター参照,7696.0,神户物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/19,Mohrus 久光膏药贴　7枚x1袋,2.0,0,0.0,200.2,マスター参照,400.4,神户物流,元データ,2.0,通常ルール (数量),248,496.0
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mohrus 久光膏药贴　7枚x1袋,1.0,550,550.0,200.2,マスター参照,200.2,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,4.0,"92,000",92000.0,7696.0,マスター参照,30784.0,SF CN,元データ,2,マンジャロルール (数量/2),406,812
,2025/7/19,帝人痛风20mg 100錠,3.0,"23,700",23700.0,2980.0,マスター参照,8940.0,EMS,元データ,3.0,通常ルール (数量),1308,3924.0
,2025/7/19,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"40,000",40000.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/23,TRANSAMIN 第一三共氨甲环酸 美白丸 500mg 100锭,4.0,"11,600",11600.0,1320.0,マスター参照,5280.0,EMS,元データ,4.0,通常ルール (数量),1308,5232.0
,2025/7/23,Sennoside 番泻甙 番泻苷 番泻叶苷 便秘处方药 100锭,4.0,"5,000",5000.0,570.0,マスター参照,2280.0,EMS,元データ,4.0,通常ルール (数量),1308,5232.0
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"54,000",54000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"7,696",7696.0,7696.0,マスター参照,15392.0,不明,推測不能,0,,0,0
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"20,000",20000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/19,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"17,000",17000.0,3848.0,マスター参照,3848.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
